id,AR_usage,Country,Order_size,Payment_method,New_customers,Old_customers_tenure,Product_return,Channel,Order_day,Order_hour
3689,0,NL,3.410972707,ideal,0,1.137584658,0,Direct Access,18,11
3690,0,BE,-0.312367098,visa,1,-0.693841827,0,Direct Access,18,11
3691,0,NL,-0.456971225,ideal,1,-0.693841827,0,Affiliate,18,11
3692,1,NL,-0.600998091,ideal,1,-0.693841827,0,Paid Search Branded,18,11
3693,0,BE,2.429627332,visa,1,-0.693841827,0,Paid Search Non-Branded,18,11
3694,0,NL,-0.630149821,ideal,0,1.665118468,0,Paid Search Branded,18,11
3695,0,NL,0.55352588,ideal,1,-0.693841827,0,Paid Search Branded,18,11
3696,0,NL,-0.658724289,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,11
3697,0,NL,-0.485545694,ideal,0,0.076589691,0,Paid Search Branded,18,11
3698,1,NL,0.409210384,ideal,0,0.04695296,0,Paid Search Branded,18,11
3699,0,NL,0.409210384,ideal,1,-0.693841827,0,Organic Search,18,11
3700,1,NL,3.151204814,ideal,1,-0.693841827,0,Direct Access,18,11
3701,0,NL,-0.196914701,ideal,1,-0.693841827,0,Paid Search Branded,18,12
3702,0,NL,-0.052887836,ideal,1,-0.693841827,0,Paid Search Branded,18,12
3703,0,NL,0.084500517,ideal,0,0.704888386,0,Direct Access,18,12
3704,0,NL,-0.658724289,ideal,0,-0.581345736,0,Direct Access,18,12
3705,1,BE,2.429627332,visa,1,-0.693841827,0,Organic Search,18,12
3706,0,NL,0.697841376,ideal,0,1.300586678,0,Campaigning,18,12
3708,0,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,12
3709,0,NL,-0.454373546,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,12
3710,0,NL,-1.149685608,ideal,1,-0.693841827,0,Paid Search Branded,18,12
3711,0,NL,-0.196914701,visa,0,1.282804639,0,Paid Search Branded,18,12
3712,0,NL,-0.2257778,ideal,0,1.232422197,0,Paid Search Branded,18,12
3713,0,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,12
3714,1,NL,-0.312367098,ideal,0,1.081274869,0,Campaigning,18,12
3715,1,NL,-0.918492183,ideal,0,-0.519108601,1,Paid Search Branded,18,13
3716,1,NL,-1.03394458,ideal,1,-0.693841827,0,Paid Search Branded,18,13
3717,0,NL,0.553237249,ideal,0,1.208712812,0,Paid Search Branded,18,13
3718,1,NL,0.157812789,ideal,0,2.139306163,0,Campaigning,18,13
3719,1,NL,-0.861343246,ideal,1,-0.693841827,0,Paid Search Branded,18,13
3720,1,NL,-0.658724289,ideal,1,-0.693841827,0,Organic Search,18,13
3721,1,NL,0.841868242,ideal,1,-0.693841827,0,Paid Search Branded,18,13
3722,1,NL,0.329836861,ideal,0,1.97334047,0,Campaigning,18,13
3723,0,NL,1.130787865,ideal,0,1.066456504,0,Direct Access,18,13
3724,0,NL,1.708049851,ideal,1,-0.693841827,0,Campaigning,18,13
3725,1,NL,-0.053176467,ideal,1,-0.693841827,0,Paid Search Branded,18,13
3726,0,NL,-0.918492183,ideal,0,1.06349283,0,Campaigning,18,13
3727,0,NL,-0.600998091,visa,0,-0.631728178,0,Organic Search,18,13
3728,1,NL,-1.178260076,ideal,1,-0.693841827,0,Direct Access,18,13
3729,0,NL,1.70776122,ideal,0,1.217603831,0,Paid Search Branded,18,13
3730,1,NL,-1.03394458,ideal,1,-0.693841827,0,Organic Search,18,13
3731,0,NL,-0.2257778,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,13
3732,0,NL,0.120579391,ideal,1,-0.693841827,0,Paid Search Branded,18,13
3733,0,NL,0.784430674,ideal,0,0.230700692,1,Paid Search Branded,18,13
3734,1,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Branded,18,13
3735,1,NL,-0.2257778,ideal,0,-0.655437563,0,Paid Search Non-Branded,18,13
3736,1,NL,-1.034233211,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,14
3737,0,NL,1.390267128,ideal,0,0.817507964,0,Campaigning,18,14
3738,0,NL,-1.03394458,ideal,1,-0.693841827,0,Paid Search Branded,18,14
3739,1,BE,-0.341230197,visa,1,-0.693841827,0,Direct Access,18,14
3740,0,NL,0.120579391,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,14
3741,0,NL,-1.293712473,ideal,1,-0.693841827,0,Paid Search Branded,18,14
3742,1,NL,-0.485545694,ideal,1,-0.693841827,1,Paid Search Branded,18,14
3743,0,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Branded,18,14
3744,0,NL,-0.918492183,ideal,1,-0.693841827,0,Paid Search Branded,18,14
3745,0,NL,0.55352588,ideal,0,0.049916633,0,Paid Search Branded,18,14
3746,1,NL,0.329836861,ideal,0,0.974582638,0,Direct Access,18,14
3747,0,NL,-0.312367098,ideal,0,2.192652278,0,Member-get-member,18,14
3748,0,NL,-0.312367098,ideal,1,-0.693841827,1,Organic Search,18,14
3749,0,NL,-0.774465317,ideal,0,0.233664365,0,Campaigning,18,14
3750,0,NL,1.852365347,ideal,1,-0.693841827,0,Paid Search Branded,18,14
3751,0,NL,0.639537916,ideal,0,2.08892372,0,Paid Search Branded,18,14
3752,0,NL,-1.03394458,ideal,0,-0.658401236,0,Campaigning,18,14
3753,1,NL,-0.658724289,ideal,0,2.646094262,0,Organic Search,18,14
3754,0,NL,-0.745602218,ideal,0,2.889115455,0,Paid Search Non-Branded,18,14
3755,0,BE,-0.067030754,visa,0,-0.24052333,0,Paid Search Non-Branded,18,14
3756,0,NL,-0.168340233,ideal,1,-0.693841827,0,Direct Access,18,14
3757,1,NL,-0.658724289,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,14
3758,0,NL,-0.341518828,ideal,0,0.853072041,0,Paid Search Branded,18,14
3759,1,NL,-0.832191516,visa,0,0.624869213,0,Paid Search Non-Branded,18,15
3760,0,NL,2.227585637,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,15
3761,0,NL,-0.600998091,ideal,0,0.08548071,0,Campaigning,18,15
3762,0,NL,-0.486122956,ideal,1,-0.693841827,0,Paid Search Branded,18,15
3763,1,NL,0.409210384,ideal,0,0.927163868,0,Organic Search,18,15
3764,1,NL,-0.600998091,ideal,1,-0.693841827,0,Direct Access,18,15
3765,0,NL,-0.528840342,visa,0,1.733282949,1,Direct Access,18,15
3766,0,NL,0.004838363,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,15
3767,0,NL,1.361692659,ideal,0,-0.52799962,0,Paid Search Branded,18,15
3768,1,NL,2.689106595,ideal,0,-0.255341695,1,Paid Search Branded,18,15
3769,1,NL,-0.168340233,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,15
3770,0,NL,0.408921753,visa,1,-0.693841827,0,Paid Search Branded,18,15
3771,0,BE,-0.312367098,visa,1,-0.693841827,0,Paid Search Branded,18,15
3772,1,NL,3.035463786,ideal,0,0.470758212,0,Paid Search Branded,18,15
3773,0,NL,-0.514697424,ideal,1,-0.693841827,0,Direct Access,18,15
3774,0,NL,0.120579391,ideal,0,0.275155788,0,Direct Access,18,15
3775,0,NL,-0.118984333,ideal,1,-0.693841827,0,Paid Search Branded,18,15
3776,1,NL,-0.600998091,ideal,0,1.549535218,0,Paid Search Branded,18,15
3777,0,NL,-1.03394458,ideal,1,-0.693841827,0,Organic Search,18,16
3778,0,NL,0.351195554,ideal,0,0.254410076,0,Paid Search Branded,18,16
3779,1,NL,-0.381927167,ideal,0,0.764161848,0,Campaigning,18,16
3780,0,NL,-1.03394458,ideal,1,-0.693841827,0,Paid Search Branded,18,16
3781,1,NL,0.039185451,ideal,0,-0.388706985,1,Direct Access,18,16
3782,0,NL,-0.716450488,ideal,0,0.218845999,0,Paid Search Non-Branded,18,16
3783,0,NL,-0.658724289,ideal,1,-0.693841827,0,Paid Search Branded,18,16
3784,1,NL,-1.03394458,ideal,0,-0.628764505,0,Direct Access,18,16
3785,0,NL,12.5291144,ideal,1,-0.693841827,0,Paid Search Branded,18,16
3786,0,NL,-0.28379263,ideal,0,1.294659332,0,Organic Search,18,16
3787,1,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Branded,18,16
3788,1,NL,1.130787865,ideal,1,-0.693841827,0,Paid Search Branded,18,16
3789,0,NL,-0.456971225,ideal,0,0.396666385,0,Paid Search Branded,18,16
3790,0,NL,0.400262823,ideal,1,-0.693841827,0,Paid Search Branded,18,16
3791,0,NL,-0.531726652,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,16
3792,1,NL,4.652085976,ideal,0,1.386533197,0,Direct Access,18,16
3793,0,NL,0.820509548,ideal,0,-0.2879421,0,Direct Access,18,16
3794,0,NL,0.409210384,ideal,0,0.04695296,0,Organic Search,18,16
3795,0,NL,-0.889917714,ideal,0,1.238349543,0,Paid Search Branded,18,16
3796,1,NL,0.264606256,ideal,1,-0.693841827,0,Paid Search Branded,18,16
3797,0,NL,0.409210384,ideal,1,-0.693841827,0,Paid Search Branded,18,16
3798,1,NL,-1.322575572,ideal,0,-0.637655524,0,Paid Search Branded,18,16
3799,0,NL,-0.918492183,ideal,1,-0.693841827,0,Organic Search,18,16
3800,1,NL,-0.168051602,ideal,0,-0.213850272,1,Organic Search,18,17
3801,0,BE,-0.2257778,visa,0,0.017316229,0,Paid Search Branded,18,17
3802,1,NL,-0.600998091,ideal,1,-0.693841827,0,Paid Search Branded,18,17
3803,0,NL,-0.485545694,visa,1,-0.693841827,0,Paid Search Non-Branded,18,17
3804,0,NL,-0.630149821,ideal,0,1.777738046,1,Paid Search Branded,18,17
3805,0,NL,0.120579391,ideal,0,0.043989287,0,Organic Search,18,17
3807,1,NL,-0.2257778,ideal,1,-0.693841827,0,Direct Access,18,17
3808,1,NL,1.506008156,ideal,0,0.301828846,0,Paid Search Branded,18,17
3809,1,NL,2.025255311,ideal,1,-0.693841827,1,Paid Search Branded,18,17
3810,0,NL,2.920011389,ideal,0,0.633760232,0,Direct Access,18,17
3811,0,NL,0.120579391,ideal,0,0.856035714,0,Paid Search Branded,18,17
3812,1,NL,-0.28379263,ideal,1,-0.693841827,0,Direct Access,18,17
3813,0,NL,-0.300821858,ideal,1,-0.693841827,0,Paid Search Branded,18,17
3814,0,NL,-0.600998091,ideal,0,-0.133831099,0,Organic Search,18,17
3815,1,NL,-0.630149821,ideal,0,1.860720892,0,Paid Search Branded,18,17
3816,0,NL,0.409210384,ideal,0,-0.056775598,0,Direct Access,18,17
3817,1,NL,-0.081462304,ideal,0,1.896284969,0,Organic Search,18,17
3818,0,NL,-0.312367098,ideal,0,-0.347215561,0,Paid Search Branded,18,18
3819,1,NL,-0.312367098,ideal,0,2.367508991,0,Campaigning,18,18
3820,0,NL,0.207168689,ideal,0,-0.548745332,0,Direct Access,18,18
3821,0,NL,1.708049851,ideal,0,1.23538587,0,Paid Search Branded,18,18
3822,0,NL,0.438073483,ideal,0,0.805653271,1,Paid Search Branded,18,18
3823,1,NL,-0.918492183,ideal,1,-0.693841827,0,Paid Search Branded,18,18
3824,0,NL,-1.03394458,ideal,0,-0.080484983,0,Direct Access,18,18
3825,0,NL,0.351484185,ideal,0,1.202785466,0,Paid Search Non-Branded,18,18
3826,0,BE,-1.03394458,visa,0,-0.246450676,0,Organic Search,18,18
3827,1,NL,-0.301110489,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,18
3828,0,NL,-0.658724289,ideal,0,0.245519057,0,Affiliate,18,18
3829,1,NL,-1.322864203,ideal,1,-0.693841827,0,Paid Search Branded,18,18
3830,1,NL,1.794639148,ideal,1,-0.693841827,0,Organic Search,18,18
3831,0,NL,2.256160106,ideal,0,-0.622837159,1,Paid Search Branded,18,18
3832,0,NL,-0.139477133,visa,0,-0.65247389,0,Organic Search,18,18
3833,0,NL,0.12029076,ideal,0,1.004219369,0,Campaigning,18,18
3834,1,NL,-0.600998091,ideal,1,-0.693841827,0,Organic Search,18,18
3835,0,BE,-0.600998091,ideal,0,1.078311196,0,Campaigning,18,18
3836,0,NL,-0.572423622,ideal,0,0.515213308,1,Paid Search Branded,18,19
3837,0,NL,-0.482659384,ideal,1,-0.693841827,0,Direct Access,18,19
3838,0,NL,1.534005362,ideal,0,1.982231489,0,Paid Search Branded,18,19
3839,1,NL,0.120579391,ideal,1,-0.693841827,0,Organic Search,18,19
3840,1,NL,0.870731341,ideal,1,-0.693841827,1,Paid Search Branded,18,19
3841,0,NL,0.639826547,ideal,0,-0.086412329,0,Paid Search Branded,18,19
3842,1,NL,-0.428108126,ideal,1,-0.693841827,0,Paid Search Branded,18,19
3843,0,NL,0.091716292,ideal,0,1.39838789,0,Paid Search Branded,18,19
3844,0,NL,0.409210384,ideal,0,1.107947927,0,Paid Search Branded,18,19
3845,0,NL,0.062853192,ideal,0,1.614736026,0,Paid Search Branded,18,19
3846,1,NL,-0.312367098,ideal,0,2.068178009,0,Paid Search Branded,18,19
3848,0,NL,0.351484185,ideal,0,1.72439193,0,Direct Access,18,19
3849,1,NL,0.957032008,ideal,1,-0.693841827,1,Organic Search,18,19
3850,0,NL,2.804847623,ideal,0,1.499152775,0,Paid Search Branded,18,19
3851,1,NL,-0.745602218,ideal,0,0.844181022,0,Paid Search Branded,18,19
3852,0,NL,0.264894887,ideal,0,1.291695659,0,Organic Search,18,19
3853,1,NL,-1.034233211,ideal,1,-0.693841827,0,Paid Search Branded,18,19
3854,0,NL,-0.081462304,ideal,0,-0.631728178,0,Paid Search Branded,18,19
3855,0,NL,-0.600998091,ideal,1,-0.693841827,0,Paid Search Branded,18,19
3856,0,NL,-0.600998091,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,19
3857,0,NL,-0.456971225,ideal,1,-0.693841827,0,Direct Access,18,19
3858,0,NL,-0.168051602,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,19
3859,0,NL,-0.600998091,ideal,0,1.241313216,0,Direct Access,18,19
3860,0,NL,0.986472369,ideal,0,0.98643733,0,Direct Access,18,19
3861,1,NL,-0.197491963,ideal,1,-0.693841827,1,Paid Search Branded,18,19
3862,1,NL,-0.370381928,visa,0,-0.486508197,0,Organic Search,18,20
3863,1,NL,0.120579391,ideal,0,0.126972133,0,Paid Search Branded,18,20
3864,0,BE,0.120579391,visa,1,-0.693841827,0,Paid Search Non-Branded,18,20
3865,1,NL,-1.03394458,ideal,1,-0.693841827,0,Paid Search Branded,18,20
3867,0,NL,2.313597673,ideal,0,1.819229469,0,Paid Search Non-Branded,18,20
3868,0,NL,2.949163119,ideal,1,-0.693841827,0,Paid Search Branded,18,20
3869,0,NL,-0.889629083,ideal,1,-0.693841827,1,Direct Access,18,20
3870,1,NL,0.737961084,ideal,1,-0.693841827,0,Paid Search Branded,18,20
3872,0,NL,0.120579391,ideal,0,-0.471689831,0,Paid Search Branded,18,20
3873,1,NL,-0.572423622,ideal,0,0.512249635,0,Paid Search Branded,18,20
3874,0,NL,-0.803328417,ideal,1,-0.693841827,0,Paid Search Branded,18,20
3875,0,NL,-0.889917714,ideal,1,-0.693841827,0,Affiliate,18,20
3876,0,NL,-0.534901593,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,20
3877,0,NL,0.207168689,ideal,0,1.671045814,0,Paid Search Branded,18,20
3878,0,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Branded,18,20
3879,1,NL,-0.023736105,ideal,1,-0.693841827,0,Organic Search,18,20
3880,0,BE,0.351484185,visa,1,-0.693841827,0,Paid Search Non-Branded,18,20
3881,0,NL,0.94606403,visa,1,-0.693841827,0,Direct Access,18,20
3882,0,NL,1.419418858,ideal,0,-0.101230695,0,Paid Search Branded,18,21
3883,0,NL,3.237505481,ideal,0,0.90049081,0,Paid Search Branded,18,21
3884,1,NL,-0.630149821,ideal,0,0.571523097,0,Paid Search Branded,18,21
3885,1,NL,-0.2257778,ideal,1,-0.693841827,0,Direct Access,18,21
3886,1,NL,-1.005370111,ideal,1,-0.693841827,0,Paid Search Branded,18,21
3887,1,NL,1.130787865,ideal,1,-0.693841827,1,Direct Access,18,21
3888,1,NL,-0.919069445,ideal,0,-0.074557637,1,Paid Search Non-Branded,18,21
3889,0,NL,0.640115178,ideal,0,2.477164895,0,Direct Access,18,21
3890,0,NL,-0.196914701,ideal,1,-0.693841827,0,Paid Search Branded,18,21
3891,1,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Branded,18,21
3892,0,NL,0.120579391,ideal,0,1.045710792,0,Direct Access,18,21
3893,1,NL,0.380058653,ideal,0,-0.4420531,0,Organic Search,18,21
3894,1,NL,1.563157092,ideal,1,-0.693841827,0,Paid Search Branded,18,21
3895,0,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Branded,18,21
3896,1,NL,-0.2257778,ideal,1,-0.693841827,0,Paid Search Branded,18,21
3897,0,NL,0.149153859,ideal,1,-0.693841827,0,Direct Access,18,21
3898,0,NL,0.178016958,ideal,0,0.073626018,0,Paid Search Branded,18,21
3899,1,NL,2.083270141,ideal,0,-0.655437563,0,Campaigning,18,21
3900,1,NL,-0.283503999,ideal,0,0.838253675,0,Campaigning,18,21
3901,0,NL,-0.168340233,ideal,1,-0.693841827,0,Organic Search,18,21
3902,0,NL,0.264317625,ideal,0,-0.320542504,0,Paid Search Non-Branded,18,21
3903,0,NL,1.315511701,ideal,0,1.244276889,1,Affiliate,18,21
3904,0,NL,-0.052599205,ideal,0,-0.16346783,0,Organic Search,18,21
3905,1,NL,-0.658724289,ideal,0,0.399630058,0,Paid Search Branded,18,21
3907,1,NL,-0.139477133,ideal,0,-0.655437563,0,Organic Search,18,21
3908,0,NL,-0.2257778,ideal,0,2.536438357,1,Paid Search Branded,18,21
3909,1,NL,-1.438605231,ideal,1,-0.693841827,0,Paid Search Branded,18,22
3910,1,NL,0.062853192,ideal,1,-0.693841827,0,Direct Access,18,22
3911,0,NL,-0.832191516,ideal,0,-0.584309409,0,Member-get-member,18,22
3912,0,NL,-0.918492183,ideal,1,-0.693841827,1,Paid Search Branded,18,22
3913,1,NL,-0.889917714,ideal,0,0.864926733,0,Paid Search Non-Branded,18,22
3914,0,NL,-0.658724289,ideal,0,-0.649510217,0,Direct Access,18,22
3915,0,NL,-0.889917714,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,22
3916,0,NL,-0.456682594,ideal,0,1.146475677,1,Paid Search Non-Branded,18,22
3917,0,NL,0.660319347,visa,1,-0.693841827,1,Paid Search Non-Branded,18,22
3918,1,NL,1.303966461,ideal,0,-0.65247389,0,Paid Search Branded,18,22
3919,0,NL,3.093478615,ideal,0,0.773052867,1,Campaigning,18,22
3920,1,NL,0.409210384,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,22
3921,0,NL,-0.2257778,ideal,0,0.192172941,1,Paid Search Branded,18,22
3922,1,NL,-0.2257778,ideal,1,-0.693841827,0,Organic Search,18,22
3923,0,NL,-0.28379263,ideal,0,-0.65247389,0,Paid Search Non-Branded,18,23
3924,1,BE,-0.658724289,visa,1,-0.693841827,0,Paid Search Non-Branded,18,23
3925,0,BE,0.09113903,visa,1,-0.693841827,0,Paid Search Non-Branded,18,23
3926,0,NL,-0.160835827,ideal,0,1.14943935,0,Organic Search,18,23
3927,1,NL,-0.28379263,ideal,1,-0.693841827,0,Affiliate,18,23
3928,1,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Branded,18,23
3929,0,NL,0.264317625,ideal,1,-0.693841827,0,Paid Search Branded,18,23
3930,0,BE,-0.341230197,ideal,1,-0.693841827,0,Paid Search Non-Branded,18,23
3931,0,NL,-0.383947584,ideal,0,2.382327356,0,Direct Access,18,23
3932,0,NL,0.293469356,visa,1,-0.693841827,0,Direct Access,18,23
3933,0,NL,0.986472369,ideal,1,-0.693841827,1,Direct Access,18,0
3934,0,NL,0.120579391,ideal,0,-0.003429483,0,Paid Search Non-Branded,18,0
3935,1,NL,-0.918492183,ideal,1,-0.693841827,0,Direct Access,18,0
3936,0,NL,0.12029076,ideal,1,-0.693841827,0,Paid Search Branded,19,1
3937,0,BE,-0.312367098,ideal,0,1.644372756,0,Paid Search Branded,19,2
3939,1,NL,2.400764233,visa,0,-0.270160061,0,Paid Search Non-Branded,19,4
3940,0,NL,1.419418858,ideal,0,-0.640619197,0,Member-get-member,19,6
3941,1,NL,-1.03394458,ideal,1,-0.693841827,0,Paid Search Non-Branded,19,6
3942,1,NL,0.207168689,ideal,0,0.109190095,0,Direct Access,19,6
3943,1,NL,-0.160835827,visa,0,2.171906567,0,Campaigning,19,6
3944,0,BE,3.439835806,visa,0,0.322574557,0,Campaigning,19,7
3945,0,NL,0.524085519,ideal,0,3.03729911,0,Organic Search,19,7
3946,1,NL,0.264894887,ideal,0,1.540644198,0,Direct Access,19,7
3947,0,NL,0.293469356,ideal,0,0.467794539,0,Paid Search Branded,19,7
3948,0,NL,0.149153859,ideal,1,-0.693841827,0,Direct Access,19,7
3949,0,NL,-0.341230197,ideal,0,0.340356596,0,Paid Search Non-Branded,19,7
3950,0,NL,0.264894887,ideal,0,0.257373749,0,Paid Search Branded,19,8
3951,1,NL,-0.946489389,visa,0,0.627832886,0,Campaigning,19,8
3952,0,NL,-0.970734392,ideal,0,0.962727945,0,Direct Access,19,8
3953,1,NL,-0.861343246,ideal,1,-0.693841827,0,Paid Search Branded,19,8
3954,1,NL,-0.823243955,ideal,0,0.298865173,0,Affiliate,19,8
3955,0,NL,0.530435401,ideal,0,-0.519108601,0,Paid Search Non-Branded,19,8
3956,1,NL,-0.572423622,ideal,0,0.106226422,0,Campaigning,19,8
3957,0,NL,-0.2257778,ideal,0,2.823914647,1,Direct Access,19,9
3958,0,BE,-0.889629083,visa,0,1.1109116,1,Paid Search Branded,19,9
3959,1,NL,1.101924766,ideal,1,-0.693841827,0,Organic Search,19,9
3960,0,NL,0.379770022,ideal,0,1.748101315,0,Direct Access,19,9
3961,0,NL,0.495799681,ideal,0,2.420855107,0,Direct Access,19,9
3962,1,NL,-0.889917714,ideal,0,1.238349543,0,Direct Access,19,9
3963,1,NL,2.573942828,ideal,0,0.263301096,0,Paid Search Branded,19,9
3964,0,NL,-0.226066431,ideal,1,-0.693841827,0,Paid Search Branded,19,9
3965,0,NL,0.842156873,ideal,0,0.393702712,0,Paid Search Non-Branded,19,9
3966,1,NL,0.784142043,ideal,0,0.12400846,0,Paid Search Branded,19,9
3967,0,NL,-0.283503999,ideal,0,0.74637981,0,Organic Search,19,9
3968,0,NL,2.573942828,ideal,0,0.263301096,0,Paid Search Branded,19,9
3969,0,NL,0.264606256,ideal,0,-0.053811925,0,Direct Access,19,9
3970,0,NL,1.130787865,ideal,0,0.242555384,0,Campaigning,19,9
3971,1,NL,-0.918492183,ideal,0,0.663396963,0,Paid Search Branded,19,9
3972,0,NL,0.264894887,ideal,0,0.879745099,0,Paid Search Non-Branded,19,9
3973,0,NL,-0.168340233,ideal,1,-0.693841827,0,Direct Access,19,9
3974,0,NL,0.409210384,ideal,0,2.521619992,0,Direct Access,19,10
3975,0,BE,-0.081462304,visa,1,-0.693841827,0,Organic Search,19,10
3976,0,NL,-1.322864203,ideal,0,2.094851066,0,Direct Access,19,10
3977,0,NL,-0.600998091,ideal,0,1.39838789,0,Paid Search Branded,19,10
3978,0,NL,-0.889917714,ideal,0,0.666360636,0,Direct Access,19,10
3979,0,NL,-0.428108126,ideal,1,-0.693841827,0,Paid Search Branded,19,10
3980,0,NL,0.192737139,ideal,0,0.384811692,0,Paid Search Branded,19,10
3981,0,NL,-0.658724289,ideal,1,-0.693841827,0,Direct Access,19,10
3982,0,NL,0.264894887,ideal,0,0.141790499,0,Direct Access,19,10
3984,0,NL,-0.456682594,ideal,0,2.604602838,0,Paid Search Branded,19,10
3985,0,NL,-0.081462304,ideal,1,-0.693841827,0,Paid Search Branded,19,10
3986,0,NL,-0.428108126,ideal,0,2.604602838,0,Paid Search Branded,19,10
3987,0,NL,-1.293712473,ideal,1,-0.693841827,0,Direct Access,19,10
3988,0,NL,0.293469356,ideal,0,1.146475677,0,Paid Search Branded,19,10
3989,0,NL,2.86228519,ideal,0,2.305271856,1,Paid Search Branded,19,10
3990,0,NL,2.429627332,ideal,0,2.047432297,0,Paid Search Branded,19,10
3991,0,NL,0.206880058,ideal,0,0.918272849,0,Direct Access,19,10
3992,0,NL,0.062853192,ideal,0,2.311199202,0,Campaigning,19,10
3993,1,NL,-0.456682594,ideal,1,-0.693841827,0,Organic Search,19,10
3994,0,NL,-0.023736105,ideal,0,2.124487797,0,Direct Access,19,10
3995,0,NL,1.015046837,ideal,1,-0.693841827,0,Paid Search Branded,19,10
3996,0,NL,0.206880058,ideal,0,1.131657312,0,Paid Search Branded,19,10
3997,0,BE,0.0331242,visa,0,-0.178286195,0,Paid Search Branded,19,11
3998,1,NL,0.120579391,ideal,1,-0.693841827,0,Paid Search Branded,19,11
3999,0,NL,-0.889917714,ideal,0,-0.596164101,0,Direct Access,19,11
4000,1,NL,-0.456682594,ideal,0,-0.655437563,0,Organic Search,19,11
4001,0,NL,-0.197203332,ideal,1,-0.693841827,1,Paid Search Branded,19,11
4002,0,NL,0.206880058,ideal,0,1.309477697,0,Direct Access,19,11
4003,0,NL,-0.600998091,ideal,0,0.538922693,0,Paid Search Branded,19,11
4004,1,NL,-0.600998091,ideal,0,-0.634691851,0,Paid Search Branded,19,11
4005,0,NL,-0.572423622,ideal,0,1.751064988,0,Paid Search Branded,19,11
4006,1,NL,-0.168051602,visa,1,-0.693841827,0,Paid Search Non-Branded,19,11
4007,0,NL,-0.600998091,visa,0,2.898006474,1,Paid Search Non-Branded,19,11
4008,0,NL,-0.312367098,ideal,1,-0.693841827,0,Direct Access,19,11
4009,0,NL,0.673307742,ideal,1,-0.693841827,0,Campaigning,19,11
4010,0,NL,-0.298224179,ideal,1,-0.693841827,0,Paid Search Non-Branded,19,11
4011,1,NL,-0.312367098,visa,1,-0.693841827,0,Direct Access,19,11
4012,0,NL,-1.322864203,ideal,1,-0.693841827,0,Paid Search Branded,19,11
4013,0,NL,1.159362334,ideal,0,0.138826826,1,Direct Access,19,11
4014,1,NL,-0.28379263,ideal,0,0.672287982,0,Paid Search Branded,19,12
4015,0,NL,-0.28379263,ideal,1,-0.693841827,0,Paid Search Branded,19,12
4016,0,NL,-0.572712253,ideal,1,-0.693841827,0,Paid Search Branded,19,12
4017,0,NL,-0.676042149,visa,0,2.13634249,0,Campaigning,19,12
4018,1,NL,0.062853192,ideal,0,0.00842521,0,Paid Search Branded,19,12
4019,0,NL,-1.4671797,ideal,1,-0.693841827,0,Paid Search Branded,19,12
4020,0,NL,-1.03394458,ideal,1,-0.693841827,0,Paid Search Non-Branded,19,12
4021,0,NL,-0.514408793,ideal,1,-0.693841827,1,Paid Search Branded,19,12
4022,0,NL,-0.823243955,ideal,0,1.137584658,0,Paid Search Branded,19,12
4023,0,NL,0.120579391,ideal,0,-0.65247389,0,Paid Search Branded,19,12
4024,0,NL,1.303966461,ideal,0,0.313683538,0,Direct Access,19,12
4025,0,NL,-0.485545694,ideal,0,-0.548745332,0,Paid Search Branded,19,12
4026,1,NL,-0.774465317,visa,1,-0.693841827,0,Paid Search Non-Branded,19,12
4027,1,NL,0.49551105,visa,0,-0.655437563,0,Paid Search Branded,19,12
4028,0,NL,-0.284081261,ideal,0,-0.418343716,0,Paid Search Branded,19,12
4029,0,NL,0.120002129,ideal,0,0.891599791,0,Paid Search Branded,19,12
4030,0,NL,-0.831902885,ideal,0,-0.45094412,0,Paid Search Branded,19,12
4031,0,NL,0.351484185,ideal,0,0.527068001,0,Campaigning,19,12
4032,0,NL,0.784430674,ideal,1,-0.693841827,0,Paid Search Branded,19,12
4033,0,NL,0.120579391,ideal,1,-0.693841827,0,Direct Access,19,13
