id,AR_usage,Country,Order_size,Payment_method,New_customers,Old_customers_tenure,Product_return,Channel,Order_day,Order_hour
2170,1,NL,0.062853192,ideal,0,-0.622837159,1,Paid Search Branded,12,15
2171,0,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Branded,12,15
2172,0,NL,0.120579391,ideal,1,-0.693841827,0,Organic Search,12,15
2173,0,NL,-0.485545694,ideal,0,1.392460544,1,Organic Search,12,15
2174,1,NL,1.101924766,ideal,1,-0.693841827,0,Paid Search Branded,12,15
2175,1,NL,-0.168340233,ideal,0,-0.628764505,0,Paid Search Branded,12,15
2176,0,NL,-0.284081261,ideal,0,2.859478724,0,Paid Search Branded,12,15
2177,0,NL,0.380058653,ideal,0,2.195615952,0,Organic Search,12,15
2178,0,NL,-0.918492183,ideal,1,-0.693841827,0,Paid Search Branded,12,15
2179,0,NL,-0.658724289,ideal,1,-0.693841827,0,Paid Search Branded,12,15
2180,0,NL,-1.4671797,ideal,0,-0.569491043,0,Paid Search Branded,12,15
2181,0,NL,0.033412831,ideal,1,-0.693841827,0,Direct Access,12,15
2182,0,NL,-0.052599205,ideal,0,-0.391670658,0,Paid Search Branded,12,15
2183,1,NL,1.130787865,ideal,0,-0.599127774,1,Paid Search Branded,12,15
2185,1,NL,-1.03394458,ideal,1,-0.693841827,0,Paid Search Branded,12,15
2186,1,NL,-0.081750935,ideal,1,-0.693841827,0,Paid Search Branded,12,15
2187,0,NL,0.264894887,ideal,0,0.275155788,0,Paid Search Branded,12,15
2188,0,NL,-0.2257778,ideal,0,-0.456871466,0,Direct Access,12,15
2189,0,NL,-1.178260076,ideal,1,-0.693841827,0,Organic Search,12,15
2190,1,NL,0.452505033,ideal,0,-0.637655524,0,Paid Search Non-Branded,12,15
2191,0,NL,0.091716292,ideal,0,-0.021211521,0,Paid Search Branded,12,16
2192,1,NL,0.091716292,ideal,1,-0.693841827,0,Paid Search Branded,12,16
2193,0,NL,0.640115178,ideal,1,-0.693841827,0,Campaigning,12,16
2194,1,NL,-0.023736105,ideal,0,0.538922693,1,Direct Access,12,16
2195,0,NL,-1.322864203,visa,1,-0.693841827,0,Paid Search Branded,12,16
2196,0,NL,-0.254640899,ideal,0,2.29934451,0,Organic Search,12,16
2197,0,BE,-0.889917714,visa,0,0.316647211,0,Organic Search,12,16
2198,0,NL,3.093478615,ideal,0,2.085960047,1,Direct Access,12,16
2199,1,NL,-0.2257778,ideal,1,-0.693841827,0,Direct Access,12,16
2200,0,NL,-1.005370111,ideal,0,0.793798579,0,Organic Search,12,16
2201,0,NL,0.149153859,ideal,0,1.582135622,0,Campaigning,12,16
2202,1,NL,-0.197203332,ideal,0,1.72439193,1,Paid Search Non-Branded,12,16
2203,0,NL,-0.023736105,ideal,0,0.891599791,0,Campaigning,12,16
2204,1,NL,-0.600998091,ideal,0,0.192172941,0,Direct Access,12,16
2205,1,NL,-0.600998091,visa,0,2.180797586,0,Paid Search Branded,12,16
2207,1,BE,-0.600998091,visa,0,-0.095303349,0,Campaigning,12,16
2208,1,NL,0.120579391,ideal,0,2.491983261,0,Paid Search Branded,12,16
2209,0,NL,-0.572423622,ideal,0,3.03729911,0,Organic Search,12,16
2210,0,NL,1.592020191,ideal,1,-0.693841827,0,Direct Access,12,16
2211,0,NL,-1.4671797,ideal,0,1.955558431,0,Direct Access,12,16
2212,0,NL,0.409210384,ideal,1,-0.693841827,0,Paid Search Branded,12,16
2213,0,NL,-0.2257778,ideal,0,-0.332397196,0,Organic Search,12,16
2214,0,NL,2.025255311,visa,0,0.212918653,0,Paid Search Branded,12,17
2215,0,NL,0.091716292,ideal,1,-0.693841827,0,Paid Search Non-Branded,12,17
2216,0,NL,-0.485545694,ideal,1,-0.693841827,0,Paid Search Branded,12,17
2217,0,NL,-1.03394458,ideal,0,-0.634691851,0,Paid Search Non-Branded,12,17
2218,0,NL,-0.312367098,ideal,1,-0.693841827,0,Direct Access,12,17
2219,0,NL,0.264606256,ideal,1,-0.693841827,0,Paid Search Non-Branded,12,17
2220,0,NL,0.120579391,ideal,1,-0.693841827,0,Paid Search Non-Branded,12,17
2221,0,NL,-0.312655729,ideal,1,-0.693841827,1,Organic Search,12,17
2222,0,NL,0.120579391,ideal,1,-0.693841827,0,Paid Search Branded,12,17
2223,0,NL,-0.745602218,ideal,0,-0.270160061,0,Paid Search Branded,12,17
2224,1,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Non-Branded,12,17
2225,1,BE,0.409210384,visa,1,-0.693841827,1,Paid Search Non-Branded,12,17
2226,0,NL,-0.889917714,ideal,1,-0.693841827,0,Paid Search Branded,12,17
2227,0,NL,0.149153859,ideal,0,0.847144695,1,Paid Search Branded,12,17
2228,0,NL,0.120579391,ideal,0,0.61301452,0,Paid Search Branded,12,17
2229,0,NL,-0.889629083,ideal,0,-0.394634331,0,Direct Access,12,17
2230,0,NL,-0.630149821,ideal,1,-0.693841827,0,Paid Search Branded,12,17
2231,0,NL,-0.918492183,ideal,1,-0.693841827,0,Paid Social,12,18
2232,0,NL,-0.774465317,ideal,0,-0.631728178,0,Paid Search Branded,12,18
2233,0,NL,-0.456682594,ideal,0,-0.199031907,0,Direct Access,12,18
2234,0,NL,0.120579391,ideal,0,1.250204235,0,Paid Search Branded,12,18
2235,1,NL,-1.085898158,ideal,1,-0.693841827,0,Affiliate,12,18
2236,1,NL,-0.918492183,ideal,0,-0.139758445,0,Paid Search Branded,12,18
2237,0,NL,0.409210384,ideal,0,1.107947927,0,Direct Access,12,18
2238,1,NL,-0.139765764,ideal,1,-0.693841827,0,Paid Search Branded,12,18
2239,0,NL,-0.2257778,ideal,1,-0.693841827,0,Paid Search Non-Branded,12,18
2240,1,NL,0.120579391,ideal,0,1.442842986,0,Paid Search Branded,12,19
2241,0,NL,-0.312367098,ideal,0,0.322574557,0,Organic Search,12,19
2242,0,NL,-0.600998091,ideal,0,1.68586418,0,Paid Search Branded,12,19
2243,0,NL,1.101924766,ideal,0,1.730319276,0,Paid Search Branded,12,19
2244,0,NL,-0.889629083,ideal,1,-0.693841827,0,Paid Search Branded,12,19
2245,1,NL,-0.2257778,ideal,0,0.470758212,1,Paid Search Branded,12,19
2246,0,NL,-1.03394458,ideal,1,-0.693841827,0,Direct Access,12,19
2247,0,NL,-0.889917714,ideal,0,-0.628764505,0,Affiliate,12,19
2248,0,NL,-0.2257778,ideal,0,0.435194135,0,Organic Search,12,19
2249,0,NL,-0.514697424,ideal,1,-0.693841827,0,Affiliate,12,19
2251,0,NL,-0.2257778,ideal,1,-0.693841827,0,Campaigning,12,19
2252,1,NL,0.437496221,ideal,1,-0.693841827,1,Organic Search,12,19
2253,0,NL,-0.024313367,visa,0,1.250204235,1,Organic Search,12,19
2254,0,NL,-0.024024736,ideal,1,-0.693841827,0,Direct Access,12,20
2255,0,NL,-0.456682594,ideal,0,1.733282949,1,Direct Access,12,20
2256,1,NL,-0.600998091,ideal,0,-0.602091447,0,Campaigning,12,20
2257,0,NL,-0.918492183,ideal,1,-0.693841827,0,Paid Search Non-Branded,12,20
2258,0,NL,-0.456682594,ideal,0,0.038061941,0,Paid Search Branded,12,20
2259,1,NL,-0.168340233,ideal,1,-0.693841827,0,Paid Search Branded,12,20
2260,0,NL,0.409210384,ideal,1,-0.693841827,0,Paid Search Non-Branded,12,20
2261,0,BE,0.091716292,visa,1,-0.693841827,0,Paid Social,12,20
2262,1,BE,-0.312367098,visa,1,-0.693841827,0,Paid Search Non-Branded,12,20
2263,0,NL,2.083270141,visa,0,-0.427234735,0,Direct Access,12,20
2264,1,NL,-0.081462304,ideal,1,-0.693841827,0,Paid Search Branded,12,20
2265,0,NL,2.747121424,visa,0,1.931849046,0,Campaigning,12,20
2267,0,NL,-0.485545694,ideal,1,-0.693841827,1,Paid Search Branded,12,20
2268,1,NL,-0.485545694,ideal,1,-0.693841827,0,Direct Access,12,20
2269,0,NL,-0.485545694,ideal,1,-0.693841827,0,Display,12,20
2270,1,NL,-0.456682594,ideal,1,-0.693841827,0,Paid Search Branded,12,20
2271,1,NL,-0.081462304,ideal,1,-0.693841827,0,Paid Search Non-Branded,12,20
2272,1,NL,-0.312367098,ideal,0,1.027928753,0,Paid Search Branded,12,20
2273,1,NL,0.091427661,ideal,0,0.758234502,0,Paid Search Branded,12,20
2274,0,NL,0.06227593,ideal,0,-0.584309409,1,Paid Search Branded,12,20
2275,1,NL,-0.168051602,ideal,0,0.180318249,0,Campaigning,12,20
2276,1,NL,0.437784852,ideal,0,0.627832886,0,Campaigning,12,20
2277,1,NL,-0.312367098,ideal,1,-0.693841827,0,Organic Search,12,20
2278,1,NL,-0.210191727,ideal,0,2.189688605,0,Paid Search Branded,12,20
2279,0,NL,-0.2257778,ideal,0,2.284526144,1,Paid Search Branded,12,21
2280,1,NL,0.755278944,ideal,0,0.272192115,0,Organic Search,12,21
2281,0,NL,-1.03394458,ideal,1,-0.693841827,0,Direct Access,12,21
2282,0,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Non-Branded,12,21
2284,0,NL,-0.312367098,ideal,0,-0.110121714,0,Organic Search,12,21
2285,0,BE,1.794639148,visa,0,2.426782453,1,Direct Access,12,21
2286,1,NL,-0.139477133,ideal,0,0.310719865,0,Paid Search Branded,12,21
2287,0,NL,0.004838363,ideal,0,-0.48058085,0,Paid Search Branded,12,21
2288,0,NL,-0.160835827,ideal,0,0.651542271,0,Paid Search Branded,12,21
2289,0,NL,-0.052887836,ideal,1,-0.693841827,0,Direct Access,12,21
2290,0,NL,-0.053176467,ideal,1,-0.693841827,1,Paid Search Branded,12,21
2291,1,BE,0.524662781,visa,1,-0.693841827,0,Paid Search Branded,12,21
2292,0,NL,0.524662781,ideal,0,1.016074061,0,Campaigning,12,21
2293,0,NL,-0.745602218,ideal,0,3.043226456,0,Display,12,22
2294,0,NL,1.245951631,ideal,1,-0.693841827,0,Direct Access,12,22
2295,1,NL,-0.658724289,ideal,1,-0.693841827,1,Direct Access,12,22
2296,1,NL,-0.312367098,ideal,0,1.943703739,0,Paid Search Non-Branded,12,22
2297,1,NL,0.293180725,ideal,1,-0.693841827,0,Paid Search Branded,12,22
2298,1,NL,-0.918492183,ideal,1,-0.693841827,1,Paid Search Branded,12,22
2299,1,NL,-1.524905898,ideal,1,-0.693841827,0,Affiliate,12,22
2300,1,NL,-0.023736105,ideal,1,-0.693841827,0,Direct Access,12,22
2301,0,NL,-0.889917714,ideal,1,-0.693841827,0,Paid Search Non-Branded,12,22
2302,0,NL,-0.774465317,ideal,1,-0.693841827,0,Paid Search Non-Branded,12,22
2303,1,NL,0.149153859,ideal,1,-0.693841827,1,Paid Search Branded,12,23
2304,0,NL,-1.322864203,ideal,0,1.795520084,0,Campaigning,12,23
2305,0,NL,-1.03394458,ideal,1,-0.693841827,0,Paid Search Branded,12,23
2306,0,NL,-0.67055816,ideal,1,-0.693841827,0,Direct Access,12,23
2307,0,NL,-0.889629083,ideal,0,0.17142723,0,Direct Access,12,23
2308,0,NL,-1.03394458,visa,0,1.39838789,0,Campaigning,12,23
2309,0,NL,0.351484185,ideal,0,0.835290002,0,Paid Search Branded,12,0
2310,1,NL,0.351484185,ideal,1,-0.693841827,0,Paid Search Branded,12,0
2311,1,NL,0.091427661,ideal,1,-0.693841827,0,Paid Search Non-Branded,13,1
2313,0,NL,-0.658724289,ideal,0,2.334908587,1,Paid Search Branded,13,1
2314,0,NL,-0.024313367,ideal,0,0.029170921,0,Paid Search Non-Branded,13,2
2315,0,BE,-1.03394458,visa,1,-0.693841827,0,Organic Search,13,3
2316,0,NL,0.264894887,ideal,0,-0.213850272,0,Paid Search Branded,13,5
2317,0,NL,-0.832191516,ideal,1,-0.693841827,0,Paid Search Non-Branded,13,5
2318,1,NL,-0.658724289,ideal,0,-0.608018793,0,Paid Search Branded,13,5
2319,0,NL,-0.774465317,ideal,0,-0.474653504,0,Paid Search Branded,13,7
2320,1,NL,0.256235958,ideal,0,1.119802619,0,Paid Search Branded,13,7
2321,1,NL,-1.005370111,ideal,1,-0.693841827,0,Paid Search Branded,13,7
2322,1,NL,-0.332571267,ideal,1,-0.693841827,0,Campaigning,13,8
2323,1,NL,0.264606256,ideal,1,-0.693841827,0,Paid Search Branded,13,8
2324,1,NL,0.207168689,ideal,0,1.238349543,0,Paid Search Branded,13,8
2325,0,NL,0.062853192,ideal,0,0.894563464,0,Direct Access,13,8
2326,0,NL,-0.861631877,ideal,1,-0.693841827,0,Paid Search Branded,13,8
2327,0,NL,0.409210384,ideal,0,1.656227449,0,Paid Search Branded,13,9
2328,0,NL,-0.457259856,ideal,0,0.568559424,0,Organic Search,13,9
2329,1,NL,-0.197203332,ideal,1,-0.693841827,1,Direct Access,13,9
2330,0,NL,-0.052887836,ideal,1,-0.693841827,1,Paid Search Branded,13,9
2331,0,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Branded,13,9
2332,1,NL,0.697841376,ideal,0,0.648578598,0,Campaigning,13,9
2333,0,BE,-0.312367098,ideal,0,0.029170921,1,Direct Access,13,9
2334,0,NL,-0.586566541,ideal,1,-0.693841827,0,Member-get-member,13,9
2335,0,NL,-0.34209609,ideal,0,1.519898487,0,Paid Search Branded,13,10
2336,1,NL,-0.600998091,ideal,0,-0.610982467,0,Campaigning,13,10
2337,0,NL,1.708049851,ideal,0,0.832326329,0,Paid Search Branded,13,10
2338,0,NL,-0.196914701,ideal,0,0.562632078,0,Paid Social,13,10
2339,0,NL,-0.2257778,ideal,0,1.07238385,0,Paid Search Branded,13,10
2340,1,NL,-0.485545694,ideal,1,-0.693841827,0,Organic Search,13,10
2341,1,NL,-0.485545694,ideal,1,-0.693841827,0,Organic Search,13,10
2342,0,NL,-0.456971225,ideal,1,-0.693841827,0,Direct Access,13,10
2343,0,NL,-0.485545694,ideal,1,-0.693841827,0,Affiliate,13,10
2344,0,NL,-0.658724289,visa,0,2.020759239,0,Paid Search Branded,13,10
2345,0,NL,1.361692659,ideal,0,2.898006474,0,Campaigning,13,10
2346,1,BE,0.236031788,visa,1,-0.693841827,0,Paid Search Branded,13,11
2347,1,NL,0.380058653,ideal,0,-0.350179234,1,Paid Search Branded,13,11
2348,1,NL,-0.2257778,ideal,0,-0.027138867,0,Paid Search Branded,13,11
2349,0,BE,-0.052599205,ideal,0,0.198100288,0,Paid Search Branded,13,11
2350,0,NL,-1.322864203,ideal,0,1.831084161,0,Paid Search Branded,13,11
2351,0,NL,0.062853192,visa,0,2.91282484,0,Direct Access,13,11
2352,1,BE,0.207168689,visa,0,-0.643582871,0,Paid Search Branded,13,11
2353,1,NL,0.559009869,ideal,1,-0.693841827,0,Organic Search,13,11
2354,0,NL,0.639826547,ideal,0,2.311199202,0,Paid Search Non-Branded,13,11
2355,1,NL,0.409210384,ideal,1,-0.693841827,0,Paid Search Branded,13,11
2356,0,NL,0.062853192,ideal,0,-0.492435543,1,Paid Search Branded,13,11
2357,1,NL,3.439835806,ideal,0,-0.619873486,0,Paid Search Branded,13,11
2358,1,NL,-1.322864203,ideal,1,-0.693841827,0,Paid Search Non-Branded,13,11
2359,1,NL,-1.322575572,ideal,0,-0.347215561,0,Direct Access,13,11
2360,0,NL,0.091716292,ideal,0,-0.234595984,0,Organic Search,13,11
2361,0,NL,-0.739829598,ideal,0,-0.637655524,0,Organic Search,13,11
2363,0,NL,-0.889629083,ideal,0,0.340356596,0,Organic Search,13,11
2365,0,NL,-1.142181202,ideal,0,0.921236522,0,Campaigning,13,12
2366,1,NL,1.384783139,ideal,0,2.026686585,1,Campaigning,13,12
2367,1,NL,0.841579611,ideal,1,-0.693841827,1,Direct Access,13,12
2368,1,NL,0.697841376,ideal,0,1.211676485,0,Organic Search,13,12
2369,0,NL,1.909802914,ideal,0,2.379363683,1,Affiliate,13,12
2370,0,NL,-0.312367098,ideal,0,-0.465762485,0,Direct Access,13,12
2371,0,NL,-0.312367098,ideal,0,-0.465762485,0,Direct Access,13,12
2372,1,BE,-0.196914701,visa,1,-0.693841827,0,Paid Search Non-Branded,13,12
2373,0,NL,0.207168689,ideal,1,-0.693841827,0,Paid Search Branded,13,12
2374,0,BE,1.967529113,visa,1,-0.693841827,0,Direct Access,13,13
2375,0,NL,-1.03394458,ideal,1,-0.693841827,0,Paid Search Non-Branded,13,13
2376,1,NL,0.149153859,ideal,0,0.992364676,0,Paid Search Branded,13,13
2377,0,NL,-0.803328417,ideal,1,-0.693841827,0,Paid Search Branded,13,13
2378,1,NL,0.351484185,ideal,0,-0.548745332,0,Organic Search,13,13
2379,0,NL,-0.28379263,ideal,1,-0.693841827,0,Paid Search Branded,13,13
2380,0,NL,0.149153859,ideal,0,-0.628764505,0,Paid Search Branded,13,13
2381,1,NL,0.264606256,ideal,0,-0.133831099,0,Paid Search Branded,13,13
2382,0,NL,-1.409453501,ideal,1,-0.693841827,0,Paid Search Branded,13,14
2383,1,NL,0.120579391,ideal,1,-0.693841827,0,Organic Search,13,14
2384,1,NL,-0.745313587,ideal,1,-0.693841827,0,Direct Access,13,14
2385,0,NL,-0.308037633,ideal,0,1.318368716,0,Campaigning,13,14
2386,1,NL,0.92874617,ideal,1,-0.693841827,0,Paid Search Branded,13,14
2387,1,NL,-1.03394458,ideal,1,-0.693841827,0,Organic Search,13,14
2388,0,NL,0.870731341,ideal,0,0.343320269,0,Direct Access,13,14
2389,0,NL,0.409210384,ideal,1,-0.693841827,0,Paid Search Non-Branded,13,14
2390,1,NL,0.293469356,ideal,0,1.922958027,0,Paid Search Branded,13,14
2392,0,NL,0.120579391,ideal,1,-0.693841827,1,Organic Search,13,14
2393,0,NL,1.958870183,ideal,0,2.032613931,0,Affiliate,13,14
2394,0,NL,-0.889629083,ideal,0,-0.036029887,0,Paid Search Branded,13,14
2395,0,NL,1.534582624,ideal,0,1.377642178,1,Campaigning,13,14
2396,0,NL,-1.03394458,ideal,1,-0.693841827,0,Paid Search Branded,13,14
2397,1,NL,0.409210384,visa,0,0.331465577,0,Organic Search,13,14
2399,0,NL,1.794639148,ideal,0,1.703646218,0,Paid Search Branded,13,15
2401,1,NL,-1.034233211,ideal,1,-0.693841827,0,Organic Search,13,15
2402,0,NL,0.091716292,ideal,1,-0.693841827,0,Direct Access,13,15
2403,0,NL,-0.658724289,ideal,1,-0.693841827,0,Paid Search Non-Branded,13,15
2404,0,NL,0.149153859,ideal,1,-0.693841827,0,Direct Access,13,15
2405,0,NL,-1.03394458,ideal,1,-0.693841827,0,Paid Search Branded,13,15
2406,0,NL,-0.531726652,ideal,0,1.220567504,1,Direct Access,13,15
2407,0,NL,0.207168689,ideal,1,-0.693841827,0,Affiliate,13,15
2408,0,NL,0.12029076,ideal,1,-0.693841827,0,Organic Search,13,15
2409,1,NL,-0.658724289,ideal,0,-0.634691851,0,Paid Search Branded,13,15
2410,1,NL,-1.03394458,ideal,1,-0.693841827,0,Paid Search Non-Branded,13,15
2411,0,NL,-0.630149821,ideal,0,1.22649485,0,Paid Search Branded,13,15
2412,0,NL,0.091427661,ideal,0,2.646094262,0,Paid Search Branded,13,15
2413,1,NL,-0.197203332,ideal,1,-0.693841827,0,Paid Search Branded,13,15
2414,0,NL,0.120579391,visa,1,-0.693841827,0,Affiliate,13,15
2415,0,NL,-0.456682594,ideal,1,-0.693841827,0,Organic Search,13,16
2416,0,NL,-0.658724289,ideal,1,-0.693841827,0,Direct Access,13,16
2417,0,NL,-0.600998091,ideal,1,-0.693841827,0,Paid Search Branded,13,16
2418,0,NL,0.120579391,ideal,1,-0.693841827,0,Affiliate,13,16
2419,0,NL,1.101924766,ideal,0,-0.065666618,0,Direct Access,13,16
2420,0,NL,-0.370670559,ideal,1,-0.693841827,0,Direct Access,13,16
2421,0,NL,1.967817744,ideal,0,-0.619873486,1,Organic Search,13,16
2422,1,NL,-0.168340233,ideal,0,0.156608864,0,Paid Search Branded,13,16
2423,0,NL,0.668401015,ideal,1,-0.693841827,0,Paid Search Branded,13,16
2424,0,NL,1.275103362,ideal,1,-0.693841827,0,Paid Search Branded,13,16
2425,0,NL,0.351484185,ideal,1,-0.693841827,0,Paid Search Non-Branded,13,16
2426,1,NL,0.004838363,ideal,0,-0.418343716,0,Direct Access,13,16
2427,0,NL,-1.03394458,visa,0,0.527068001,0,Direct Access,13,16
2428,0,NL,-0.312367098,visa,0,0.343320269,0,Member-get-member,13,16
2429,1,NL,-1.03394458,ideal,0,1.250204235,0,Paid Search Branded,13,16
2430,0,NL,-0.485545694,ideal,1,-0.693841827,0,Paid Search Branded,13,16
2431,0,NL,-0.2257778,ideal,1,-0.693841827,0,Paid Search Non-Branded,13,16
2432,1,BE,0.697841376,visa,1,-0.693841827,0,Paid Search Non-Branded,13,16
2433,0,NL,-0.456682594,ideal,1,-0.693841827,0,Direct Access,13,16
2434,0,NL,-0.600998091,ideal,1,-0.693841827,0,Paid Search Branded,13,16
2435,0,NL,0.726415845,ideal,1,-0.693841827,0,Organic Search,13,16
2436,1,NL,-0.28379263,ideal,1,-0.693841827,0,Paid Search Branded,13,16
2437,0,NL,0.697264114,ideal,1,-0.693841827,1,Paid Search Branded,13,17
2438,1,NL,-0.456682594,ideal,1,-0.693841827,0,Paid Search Non-Branded,13,17
2439,1,NL,-1.03394458,ideal,0,0.106226422,1,Paid Search Branded,13,17
2440,0,NL,-0.081462304,ideal,1,-0.693841827,0,Paid Search Branded,13,17
2441,1,NL,0.55352588,visa,0,2.654985281,0,Paid Search Non-Branded,13,17
2442,0,BE,0.120579391,visa,0,0.725634098,1,Direct Access,13,17
2443,0,NL,-0.601286722,visa,1,-0.693841827,1,Organic Search,13,17
2444,1,NL,2.169570808,ideal,0,1.297623005,0,Paid Search Branded,13,17
2445,1,NL,-0.370381928,ideal,1,-0.693841827,0,Organic Search,13,17
2446,0,NL,-1.03394458,ideal,0,1.9259217,0,Affiliate,13,17
2447,0,NL,-0.312367098,ideal,0,0.506322289,0,Paid Search Branded,13,17
2448,0,NL,1.822924986,ideal,1,-0.693841827,0,Paid Search Non-Branded,13,17
2449,0,NL,-0.659301551,ideal,1,-0.693841827,0,Paid Search Branded,13,17
2450,1,NL,3.237794112,ideal,0,-0.56652737,0,Paid Search Branded,13,17
2451,0,NL,1.303966461,ideal,1,-0.693841827,1,Direct Access,13,17
2452,0,NL,-0.456682594,visa,0,1.217603831,0,Campaigning,13,17
2453,1,NL,0.409210384,visa,1,-0.693841827,0,Paid Search Branded,13,17
2454,0,NL,-1.03394458,ideal,1,-0.693841827,0,Organic Search,13,17
2455,1,BE,1.823502248,visa,1,-0.693841827,0,Paid Search Non-Branded,13,18
2456,0,NL,-0.572423622,ideal,1,-0.693841827,0,Direct Access,13,18
2457,0,NL,-0.393761038,ideal,1,-0.693841827,0,Paid Search Branded,13,18
2459,1,NL,-0.774465317,ideal,1,-0.693841827,0,Paid Search Branded,13,18
2460,0,NL,-0.658724289,ideal,0,1.531753179,0,Paid Search Branded,13,18
2461,0,NL,0.409210384,visa,0,0.941982234,1,Paid Search Branded,13,18
2462,0,NL,-1.322864203,ideal,0,1.531753179,0,Paid Search Branded,13,18
2463,0,NL,0.409210384,ideal,1,-0.693841827,0,Direct Access,13,18
2464,0,NL,-0.341230197,visa,1,-0.693841827,0,Paid Search Branded,13,18
2465,0,NL,0.437784852,ideal,0,1.493225429,0,Paid Search Branded,13,18
2466,0,NL,-1.4671797,ideal,1,-0.693841827,0,Direct Access,13,18
2467,0,NL,-0.600998091,ideal,0,0.017316229,0,Direct Access,13,18
2468,1,NL,0.409210384,visa,1,-0.693841827,0,Paid Search Branded,13,18
2469,0,NL,-1.322864203,ideal,1,-0.693841827,0,Paid Search Branded,13,19
2470,1,NL,0.437784852,ideal,0,0.038061941,0,Paid Search Branded,13,19
2471,0,NL,3.439835806,ideal,0,-0.4420531,0,Member-get-member,13,19
2472,1,NL,-0.2257778,ideal,0,1.116838946,0,Campaigning,13,19
2473,0,BE,-0.485545694,visa,0,-0.412416369,0,Paid Search Branded,13,19
2475,1,NL,-0.28379263,ideal,0,-0.637655524,1,Paid Search Branded,13,19
2476,0,NL,-0.341518828,ideal,0,-0.640619197,0,Paid Search Branded,13,19
2477,0,NL,1.852365347,ideal,0,2.038541278,0,Paid Search Branded,13,19
2478,1,NL,-0.456682594,ideal,1,-0.693841827,0,Direct Access,13,19
2479,0,NL,0.120579391,ideal,0,1.392460544,0,Paid Search Branded,13,19
2480,0,NL,-0.196914701,ideal,1,-0.693841827,0,Direct Access,13,19
2481,0,NL,0.120579391,ideal,1,-0.693841827,0,Paid Search Branded,13,19
2482,1,NL,0.206880058,ideal,1,-0.693841827,0,Paid Search Branded,13,19
2483,0,NL,-0.485545694,ideal,0,1.054601811,0,Paid Search Non-Branded,13,19
2485,0,NL,-0.196914701,ideal,0,2.400109395,0,Direct Access,13,19
2486,1,NL,0.120579391,ideal,1,-0.693841827,0,Paid Search Branded,13,20
2487,1,NL,-0.312367098,ideal,1,-0.693841827,0,Paid Search Branded,13,20
2488,0,NL,2.429627332,ideal,1,-0.693841827,1,Organic Search,13,20
2489,0,NL,0.697841376,ideal,0,1.899248642,0,Paid Search Branded,13,20
2490,1,NL,-0.601286722,ideal,0,-0.548745332,0,Direct Access,13,20
2491,0,NL,-0.832191516,ideal,0,0.426303116,0,Direct Access,13,20
2492,0,NL,-0.2257778,ideal,0,0.808616945,0,Paid Search Non-Branded,13,20
2493,1,NL,-1.03394458,visa,1,-0.693841827,0,Direct Access,13,20
2494,1,NL,-0.052599205,ideal,1,-0.693841827,0,Organic Search,13,20
2495,0,NL,-1.03394458,ideal,1,-0.693841827,0,Organic Search,13,20
2496,0,NL,0.351195554,ideal,0,2.379363683,0,Paid Search Non-Branded,13,20
2497,1,NL,0.120579391,ideal,0,1.022001407,0,Campaigning,13,20
2498,0,NL,-0.918492183,ideal,1,-0.693841827,0,Paid Search Branded,13,20
2499,1,NL,-0.196914701,ideal,0,1.128693638,0,Paid Search Branded,13,20
2500,1,NL,0.120579391,ideal,1,-0.693841827,1,Paid Search Non-Branded,13,20
2501,1,NL,0.120579391,ideal,1,-0.693841827,0,Paid Search Branded,13,21
2502,0,NL,-0.110614034,ideal,1,-0.693841827,0,Paid Search Branded,13,21
2503,0,NL,-0.600998091,ideal,0,1.042747119,0,Paid Search Branded,13,21
2504,1,NL,-0.081462304,visa,1,-0.693841827,0,Paid Search Non-Branded,13,21
2505,0,NL,-0.485545694,ideal,1,-0.693841827,1,Paid Search Branded,13,21
2506,0,NL,-0.861343246,ideal,1,-0.693841827,0,Direct Access,13,21
2507,1,NL,-1.077816491,ideal,1,-0.693841827,0,Direct Access,13,21
2508,1,NL,-0.139765764,ideal,0,-0.637655524,0,Organic Search,13,21
2509,0,NL,-0.918492183,ideal,0,1.72439193,0,Paid Search Branded,13,21
2510,0,NL,0.236031788,ideal,1,-0.693841827,0,Paid Search Branded,13,21
2511,0,NL,0.264606256,ideal,1,-0.693841827,0,Paid Search Branded,13,21
2512,0,BE,-1.322864203,visa,1,-0.693841827,0,Direct Access,13,21
2513,1,NL,1.534871255,ideal,1,-0.693841827,0,Paid Search Non-Branded,13,21
2514,1,NL,0.004838363,ideal,0,0.912345503,0,Paid Search Branded,13,21
2515,0,NL,-0.110902665,ideal,0,0.144754172,0,Direct Access,13,22
2516,1,NL,-0.658724289,ideal,0,0.281083134,0,Organic Search,13,22
2517,0,NL,0.206880058,ideal,1,-0.693841827,0,Direct Access,13,22
2518,1,NL,-0.658724289,ideal,0,-0.608018793,0,Paid Search Non-Branded,13,22
2519,1,NL,-0.456971225,ideal,0,-0.634691851,0,Affiliate,13,22
2520,0,NL,0.178016958,visa,0,-0.483544524,0,Direct Access,13,22
2521,0,NL,1.044198567,ideal,1,-0.693841827,0,Organic Search,13,22
